db	id	synonym	preferred
OMIM	177735	PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL DOMINANT; PHA1A	TRUE
OMIM	177735	PHA I, AUTOSOMAL DOMINANT	FALSE
OMIM	178000	PTERYGIUM OF CONJUNCTIVA AND CORNEA	TRUE
OMIM	178110	CONTRACTURES, PTERYGIA, AND VARIABLE SKELETAL FUSIONS SYNDROME 1A; CPSKF1A	TRUE
OMIM	178600	PULMONARY HYPERTENSION, PRIMARY, 1; PPH1	TRUE
OMIM	178600	PHT	FALSE
OMIM	178600	PULMONARY ARTERIAL HYPERTENSION; PAHPULMONARY HYPERTENSION, PRIMARY, DEXFENFLURAMINE-ASSOCIATED, INCLUDED	FALSE
OMIM	178600	PULMONARY HYPERTENSION, PRIMARY, FENFLURAMINE-ASSOCIATED, INCLUDED	FALSE
OMIM	178600	PULMONARY HYPERTENSION, PRIMARY, 1, WITH HEREDITARY HEMORRHAGIC TELANGIECTASIA,INCLUDED	FALSE
OMIM	178600	PPH1 WITH HHT, INCLUDED	FALSE
OMIM	178610	PULMONARY NODULAR LYMPHOID HYPERPLASIA, FAMILIAL	TRUE
OMIM	179830	RENAL TUBULAR ACIDOSIS, PROXIMAL	TRUE
OMIM	179830	RENAL TUBULAR ACIDOSIS II	FALSE
OMIM	179830	RTA, PROXIMAL TYPE	FALSE
OMIM	179830	RTA, RATE TYPE	FALSE
OMIM	180000	RETINAL ARTERIES, TORTUOSITY OF	TRUE
OMIM	180200	RETINOBLASTOMA; RB1	TRUE
OMIM	180500	AXENFELD-RIEGER SYNDROME, TYPE 1; RIEG1	TRUE
OMIM	180550	RING DERMOID OF CORNEA; RDC	TRUE
OMIM	180700	ROBINOW SYNDROME, AUTOSOMAL DOMINANT; DRS	TRUE
OMIM	180700	ROBINOW DWARFISM	FALSE
OMIM	180700	FETAL FACE SYNDROME	FALSE
OMIM	180700	ACRAL DYSOSTOSIS WITH FACIAL AND GENITAL ABNORMALITIES	FALSE
OMIM	180849	RUBINSTEIN-TAYBI SYNDROME 1; RSTS1	TRUE
OMIM	180870	RUVALCABA SYNDROME	TRUE
OMIM	180920	APLASIA OF LACRIMAL AND SALIVARY GLANDS	TRUE
OMIM	181000	SARCOIDOSIS, SUSCEPTIBILITY TO, 1; SS1	TRUE
OMIM	181180	SAY SYNDROME	TRUE
OMIM	182210	SHPRINTZEN OMPHALOCELE SYNDROME	TRUE
OMIM	182250	SINGLETON-MERTEN SYNDROME 1; SGMRT1	TRUE
OMIM	182690	SPASTIC PARAPLEGIA, SENSORINEURAL DEAFNESS, MENTAL RETARDATION, AND	TRUE
OMIM	183090	SPINOCEREBELLAR ATAXIA 2; SCA2	TRUE
OMIM	183400	SPLIT LOWER LIP	TRUE
OMIM	183802	SPLIT-HAND WITH OBSTRUCTIVE UROPATHY, SPINA BIFIDA, AND DIAPHRAGMATICDEFECTS	TRUE
OMIM	184253	SPONDYLOMETAPHYSEAL DYSPLASIA, ALGERIAN TYPE	TRUE
OMIM	184460	STAPES ANKYLOSIS WITH BROAD THUMB AND TOES	TRUE
OMIM	184460	ANKYLOSIS OF STAPES, HYPEROPIA, BROAD THUMBS, BROAD FIRST TOES, ANDSYNDACTYLY	FALSE
OMIM	184460	TEUNISSEN-CREMERS SYNDROME	FALSE
OMIM	184460	STAPES ANKYLOSIS SYNDROME WITHOUT SYMPHALANGISM	FALSE
OMIM	184850	STIFF-PERSON SYNDROME; SPS	TRUE
OMIM	185700	SYMPHALANGISM, DISTAL	TRUE
OMIM	185750	SYMPHALANGISM WITH MULTIPLE ANOMALIES OF HANDS AND FEET	TRUE
OMIM	185800	SYMPHALANGISM, PROXIMAL, 1A; SYM1A	TRUE
OMIM	185800	SYM1	FALSE
OMIM	185800	CUSHING SYMPHALANGISM	FALSE
OMIM	185800	HEREDITARY ABSENCE OF THE PROXIMAL INTERPHALANGEAL JOINTS	FALSE
OMIM	185900	CHROMOSOME 2q35 DUPLICATION SYNDROME	TRUE
OMIM	186000	SYNPOLYDACTYLY 1	TRUE
OMIM	186200	SYNDACTYLY, TYPE IV; SDTY4	TRUE
OMIM	186300	SYNDACTYLY, TYPE V	TRUE
OMIM	186350	SYNDACTYLY-POLYDACTYLY-EARLOBE SYNDROME	TRUE
OMIM	186500	MULTIPLE SYNOSTOSES SYNDROME 1; SYNS1	TRUE
OMIM	186500	SYNOSTOSES, MULTIPLE, WITH BRACHYDACTYLY	FALSE
OMIM	186500	SYMPHALANGISM-BRACHYDACTYLY SYNDROME	FALSE
OMIM	186500	WL SYNDROME	FALSE
OMIM	186500	DEAFNESS-SYMPHALANGISM SYNDROME OF HERRMANN	FALSE
OMIM	186500	FACIOAUDIOSYMPHALANGISM SYNDROME	FALSE
OMIM	186570	TARSAL-CARPAL COALITION SYNDROME; TCC; SYNOSTOSIS OF TALUS AND CALCANEUS WITH SHORT STATURE, INCLUDED	TRUE
OMIM	186580	BLAU SYNDROME	TRUE
OMIM	187300	TELANGIECTASIA, HEREDITARY HEMORRHAGIC, OF RENDU, OSLER, AND WEBER;HHT	TRUE
OMIM	187300	OSLER-RENDU-WEBER DISEASE	FALSE
OMIM	187300	ORW DISEASETELANGIECTASIA, HEREDITARY HEMORRHAGIC, TYPE 1, INCLUDED; HHT1, INCLUDED	FALSE
OMIM	187400	TESTICULAR TORSION	TRUE
OMIM	187600	THANATOPHORIC DYSPLASIA, TYPE I	TRUE
OMIM	187601	THANATOPHORIC DYSPLASIA, TYPE II	TRUE
OMIM	188400	DIGEORGE SYNDROME; DGS	TRUE
OMIM	190320	TRICHODENTOOSSEOUS SYNDROME	TRUE
OMIM	190350	TRICHORHINOPHALANGEAL SYNDROME, TYPE I	TRUE
OMIM	190351	TRICHORHINOPHALANGEAL SYNDROME, TYPE III; TRPS3	TRUE
OMIM	190685	DOWN SYNDROMETRISOMY 21, INCLUDED	TRUE
OMIM	190685	DOWN SYNDROME CHROMOSOME REGION, INCLUDED; DCR, INCLUDED	FALSE
OMIM	190685	DOWN SYNDROME CRITICAL REGION, INCLUDED; DSCR, INCLUDED	FALSE
OMIM	190685	TRANSIENT MYELOPROLIFERATIVE DISORDER OF DOWN SYNDROME, INCLUDED	FALSE
OMIM	190685	LEUKEMIA, MEGAKARYOBLASTIC, OF DOWN SYNDROME, INCLUDED	FALSE
OMIM	190900	TRITANOPIA	TRUE
OMIM	191482	UNCOMBABLE HAIR, RETINAL PIGMENTARY DYSTROPHY, DENTAL ANOMALIES, ANDBRACHYDACTYLY	TRUE
OMIM	191482	BORK SYNDROME	FALSE
OMIM	191650	URETEROCELE	TRUE
OMIM	191830	RENAL HYPODYSPLASIA/APLASIA 1; RHDA1	TRUE
OMIM	191830	RENAL ADYSPLASIA	FALSE
OMIM	191830	RENAL AGENESIS	FALSE
OMIM	191830	RENAL APLASIA	FALSE
OMIM	191830	HEREDITARY RENAL APLASIA; HRA	FALSE
OMIM	191900	MUCKLE-WELLS SYNDROME; MWS	TRUE
OMIM	191900	URTICARIA-DEAFNESS-AMYLOIDOSIS SYNDROME	FALSE
OMIM	191900	UDA SYNDROME	FALSE
OMIM	191900	CRYOPYRIN-ASSOCIATED PERIODIC SYNDROME 2; CAPS2	FALSE
OMIM	192315	VASCULOPATHY, RETINAL, WITH CEREBRAL LEUKODYSTROPHY; RVCL	TRUE
OMIM	192430	VELOCARDIOFACIAL SYNDROME	TRUE
OMIM	192600	CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 1; CMH1	TRUE
OMIM	192600	CMH	FALSE
OMIM	192600	VENTRICULAR HYPERTROPHY, HEREDITARY	FALSE
OMIM	192600	ASYMMETRIC SEPTAL HYPERTROPHY; ASH	FALSE
OMIM	192600	HYPERTROPHIC SUBAORTIC STENOSIS, IDIOPATHIC	FALSE
OMIM	193400	VON WILLEBRAND DISEASE, TYPE 1; VWD1	TRUE
OMIM	193400	VON WILLEBRAND DISEASE, TYPE I	FALSE
OMIM	193400	VWD, TYPE 1	FALSE
OMIM	193520	WATSON SYNDROME	TRUE
OMIM	193530	WEYERS ACROFACIAL DYSOSTOSIS	TRUE
OMIM	193700	ARTHROGRYPOSIS, DISTAL, TYPE 2A	TRUE
OMIM	194050	WILLIAMS-BEUREN SYNDROME; WBS	TRUE
OMIM	194080	DENYS-DRASH SYNDROME; DDS	TRUE
OMIM	194080	DRASH SYNDROME	FALSE
OMIM	194080	WILMS TUMOR AND PSEUDO- OR TRUE HERMAPHRODITISM	FALSE
OMIM	194080	NEPHROPATHY, WILMS TUMOR, AND GENITAL ANOMALIES	FALSE
OMIM	194190	WOLF-HIRSCHHORN SYNDROME; WHS	TRUE
OMIM	194190	CHROMOSOME 4p16.3 DELETION SYNDROME	FALSE
OMIM	194190	PITT-ROGERS-DANKS SYNDROME; PRDS	FALSE
OMIM	194190	PITT SYNDROME	FALSE
OMIM	194350	WT LIMB-BLOOD SYNDROME	TRUE
OMIM	200110	ABLEPHARON-MACROSTOMIA SYNDROME	TRUE
OMIM	200600	ACHONDROGENESIS, TYPE IA; ACG1A	TRUE
OMIM	200600	ACHONDROGENESIS, HOUSTON-HARRIS TYPE	FALSE
OMIM	200610	ACHONDROGENESIS, TYPE II; ACG2	TRUE
OMIM	200610	ACHONDROGENESIS, LANGER-SALDINO TYPE	FALSE
OMIM	200610	CHONDROGENESIS IMPERFECTA	FALSE
OMIM	200610	ACHONDROGENESIS, TYPE IB, FORMERLYHYPOCHONDROGENESIS, INCLUDED	FALSE
OMIM	200700	CHONDRODYSPLASIA, GREBE TYPE	TRUE
OMIM	200700	ACHONDROGENESIS, BRAZILIAN	FALSE
OMIM	200700	GREBE CHONDRODYSPLASIA	FALSE
OMIM	200700	GREBE DYSPLASIA	FALSE
OMIM	200700	ACROMESOMELIC DYSPLASIA, GREBE TYPE; AMDG	FALSE
OMIM	200700	ACHONDROGENESIS, TYPE II, FORMERLY	FALSE
OMIM	200980	ACRORENAL-MANDIBULAR SYNDROME	TRUE
OMIM	201100	ACRODERMATITIS ENTEROPATHICA, ZINC-DEFICIENCY TYPE	TRUE
OMIM	201170	ACROFACIAL DYSOSTOSIS SYNDROME OF RODRIGUEZ	TRUE
OMIM	201180	ACROFRONTOFACIONASAL DYSOSTOSIS 1	TRUE
OMIM	201300	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE II	TRUE
OMIM	201475	ACYL-COA DEHYDROGENASE, VERY LONG-CHAIN, DEFICIENCY OF	TRUE
OMIM	201710	LIPOID CONGENITAL ADRENAL HYPERPLASIA	TRUE
OMIM	201750	ANTLEY-BIXLER SYNDROME WITH GENITAL ANOMALIES AND DISORDERED STEROIDOGENESIS; ABS1	TRUE
OMIM	201910	ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 21-HYDROXYLASE DEFICIENCY	TRUE
OMIM	202010	ADRENAL HYPERPLASIA, CONGENITAL, DUE TO STEROID 11-BETA-HYDROXYLASEDEFICIENCY	TRUE
OMIM	202110	ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 17-ALPHA-HYDROXYLASE DEFICIENCY	TRUE
OMIM	203500	ALKAPTONURIA	TRUE
OMIM	204000	LEBER CONGENITAL AMAUROSIS, TYPE I	TRUE
OMIM	204100	LEBER CONGENITAL AMAUROSIS, TYPE II	TRUE
OMIM	204200	CEROID LIPOFUSCINOSIS, NEURONAL, 3; CLN3	TRUE
OMIM	204300	CEROID LIPOFUSCINOSIS, NEURONAL, 4A, AUTOSOMAL RECESSIVE	TRUE
OMIM	204500	CEROID LIPOFUSCINOSIS, NEURONAL, 2	TRUE
OMIM	205100	AMYOTROPHIC LATERAL SCLEROSIS 2, JUVENILE; ALS2	TRUE
OMIM	206300	ANEMIA, NONSPHEROCYTIC HEMOLYTIC, ASSOCIATED WITH ABNORMALITY OF REDCELL MEMBRANE	TRUE
OMIM	206400	ANEMIA, NONSPHEROCYTIC HEMOLYTIC, POSSIBLY DUE TO DEFECT IN PORPHYRINMETABOLISM	TRUE
OMIM	206570	ANGIOMATOSIS, DIFFUSE CORTICOMENINGEAL, OF DIVRY AND VAN BOGAERT	TRUE
OMIM	206920	MICROPHTHALMIA WITH LIMB ANOMALIES	TRUE
OMIM	206920	WAARDENBURG ANOPHTHALMIA SYNDROME	FALSE
OMIM	206920	ANOPHTHALMIA-SYNDACTYLY	FALSE
OMIM	206920	OPHTHALMOACROMELIC SYNDROME; OAS	FALSE
OMIM	207410	ANTLEY-BIXLER SYNDROME WITHOUT GENITAL ANOMALIES OR DISORDERED STEROIDOGENESIS; ABS2	TRUE
OMIM	207731	APLASIA CUTIS CONGENITA WITH INTESTINAL LYMPHANGIECTASIA	TRUE
OMIM	207750	APOLIPOPROTEIN C-II DEFICIENCY	TRUE
OMIM	207900	ARGININOSUCCINIC ACIDURIA	TRUE
OMIM	208000	ARTERIAL CALCIFICATION, GENERALIZED, OF INFANCY, 1; GACI1	TRUE
OMIM	208050	ARTERIAL TORTUOSITY SYNDROME	TRUE
OMIM	208080	ARTHROGRYPOSIS, DISTAL, WITH HYPOPITUITARISM, MENTAL RETARDATION,AND FACIAL ANOMALIES	TRUE
OMIM	208150	FETAL AKINESIA DEFORMATION SEQUENCE; FADS	TRUE
OMIM	208155	ARTHROGRYPOSIS MULTIPLEX CONGENITA WITH WHISTLING FACE	TRUE
OMIM	208400	ASPARTYLGLUCOSAMINURIA; AGU	TRUE
OMIM	208530	ASPLENIA WITH CARDIOVASCULAR ANOMALIES	TRUE
OMIM	208540	RENAL-HEPATIC-PANCREATIC DYSPLASIA; RHPD	TRUE
OMIM	208900	ATAXIA-TELANGIECTASIA; AT	TRUE
OMIM	208900	AT1	FALSE
OMIM	208900	LOUIS-BAR SYNDROMEAT, COMPLEMENTATION GROUP A, INCLUDED; ATA, INCLUDED	FALSE
OMIM	208900	AT, COMPLEMENTATION GROUP C, INCLUDED; ATC, INCLUDED	FALSE
OMIM	208900	AT, COMPLEMENTATION GROUP D, INCLUDED; ATD, INCLUDED	FALSE
OMIM	208900	AT, COMPLEMENTATION GROUP E, INCLUDED; ATE, INCLUDED	FALSE
OMIM	208900	ATAXIA-TELANGIECTASIA VARIANT, INCLUDED	FALSE
OMIM	208910	ATAXIA-TELANGIECTASIA WITH GENERALIZED SKIN PIGMENTATION AND EARLY DEATH	TRUE
OMIM	208920	ATAXIA, EARLY-ONSET, WITH OCULOMOTOR APRAXIA AND HYPOALBUMINEMIA; EAOH	TRUE
OMIM	209010	ATHEROSCLEROSIS, PREMATURE, WITH DEAFNESS, NEPHROPATHY, DIABETES MELLITUS,PHOTOMYOCLONUS, AND DEGENERATIVE NEUROLOGIC DISEASE	TRUE
OMIM	209850	AUTISM	TRUE
OMIM	209885	BARBER-SAY SYNDROME; BBRSAY	TRUE
OMIM	209900	BARDET-BIEDL SYNDROME 1; BBS1	TRUE
OMIM	210550	BILIARY MALFORMATION WITH RENAL TUBULAR INSUFFICIENCY	TRUE
OMIM	210900	BLOOM SYNDROME	TRUE
OMIM	211380	ELSAHY-WATERS SYNDROME; ESWS	TRUE
OMIM	211750	C SYNDROME	TRUE
OMIM	211910	CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE I; GCS1	TRUE
OMIM	211910	FACIOTHORACOSKELETAL SYNDROME; FTSS	FALSE
OMIM	211920	CAMPTODACTYLY SYNDROME, GUADALAJARA, TYPE II	TRUE
OMIM	212065	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ia; CDG1A	TRUE
OMIM	212066	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIa; CDG2A	TRUE
OMIM	212130	CARDIOMYOPATHY ASSOCIATED WITH MYOPATHY AND SUDDEN DEATH	TRUE
OMIM	212360	PALMOPLANTAR KERATODERMA AND CONGENITAL ALOPECIA 2; PPKCA2	TRUE
OMIM	212500	CATARACT, CONGENITAL OR JUVENILECATARACT, JUVENILE, HUTTERITE TYPE, INCLUDED	TRUE
OMIM	212840	CEREBELLAR ATAXIA AND HYPOGONADOTROPIC HYPOGONADISM; CAHH	TRUE
OMIM	212840	GORDON HOLMES SYNDROME	FALSE
OMIM	212840	LUTEINIZING HORMONE-RELEASING HORMONE, DEFICIENCY OF, WITH ATAXIA	FALSE
OMIM	212840	LHRH DEFICIENCY AND ATAXIA	FALSE
OMIM	213010	CEREBELLAR VERMIS APLASIA WITH ASSOCIATED FEATURES SUGGESTING SMITH-LEMLI-OPITZSYNDROME AND MECKEL SYNDROME	TRUE
OMIM	213300	JOUBERT SYNDROME 1	TRUE
OMIM	213980	CRANIOFACIAL DYSMORPHISM, SKELETAL ANOMALIES, AND MENTAL RETARDATION SYNDROME	TRUE
OMIM	214100	PEROXISOME BIOGENESIS DISORDER 1A (ZELLWEGER)	TRUE
OMIM	214110	PEROXISOME BIOGENESIS DISORDER 2A (ZELLWEGER); PBD2A	TRUE
OMIM	214300	KLIPPEL-FEIL SYNDROME, AUTOSOMAL RECESSIVE	TRUE
OMIM	214400	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4A; CMT4A	TRUE
OMIM	214450	GRISCELLI SYNDROME, TYPE 1	TRUE
OMIM	214700	DIARRHEA 1, SECRETORY CHLORIDE, CONGENITAL; DIAR1	TRUE
OMIM	214700	CHLORIDE DIARRHEA, CONGENITAL, FINNISH TYPE	FALSE
OMIM	214700	CHLORIDORRHEA, CONGENITAL	FALSE
OMIM	214800	CHARGE SYNDROME	TRUE
OMIM	214900	CHOLESTASIS-LYMPHEDEMA SYNDROME	TRUE
OMIM	215140	GREENBERG DYSPLASIA; GRBGD	TRUE
OMIM	215140	HYDROPS-ECTOPIC CALCIFICATION-MOTH-EATEN SKELETAL DYSPLASIA	FALSE
OMIM	215140	HEM SKELETAL DYSPLASIA	FALSE
OMIM	215140	MOTH-EATEN SKELETAL DYSPLASIA	FALSE
OMIM	215140	CHONDRODYSTROPHY, HYDROPIC AND PRENATALLY LETHAL TYPE	FALSE
OMIM	215400	CHORDOMA, SUSCEPTIBILITY TO; CHDM	TRUE
OMIM	215470	Boucher-Neuhauser syndrome	TRUE
OMIM	215700	CITRULLINEMIA, CLASSIC	TRUE
OMIM	216100	CLEFT LIP/PALATE WITH ABNORMAL THUMBS AND MICROCEPHALY	TRUE
OMIM	216340	YUNIS-VARON SYNDROME	TRUE
OMIM	216400	COCKAYNE SYNDROME A; CSA	TRUE
OMIM	216550	COHEN SYNDROME	TRUE
OMIM	216800	COLOBOMA OF MACULA AND SKELETAL ANOMALIES	TRUE
OMIM	217100	CONSTRICTING BANDS, CONGENITAL	TRUE
OMIM	217100	AMNIOTIC BAND SEQUENCE; ABS	FALSE
OMIM	217100	STREETER ANOMALYADAM COMPLEX, INCLUDED	FALSE
OMIM	217100	TERMINAL TRANSVERSE DEFECTS OF ARM, INCLUDED	FALSE
OMIM	217100	AMPUTATION, CONGENITAL, INCLUDED	FALSE
OMIM	217150	CONTRACTURES, CONGENITAL, TORTICOLLIS, AND MALIGNANT HYPERTHERMIA	TRUE
OMIM	217300	CORNEA PLANA 2; CNA2	TRUE
OMIM	218030	APPARENT MINERALOCORTICOID EXCESS; AME	TRUE
OMIM	218030	AME1	FALSE
OMIM	218030	CORTISOL 11-BETA-KETOREDUCTASE DEFICIENCY	FALSE
OMIM	218040	COSTELLO SYNDROME; CSTLO	TRUE
OMIM	218340	TEMTAMY SYNDROME; TEMTYS	TRUE
OMIM	218350	CRANIOFACIAL DYSSYNOSTOSIS WITH SHORT STATURE	TRUE
OMIM	218400	CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL RECESSIVE; CMDR	TRUE
OMIM	218649	CRANIOSYNOSTOSIS-MENTAL RETARDATION SYNDROME OF LIN AND GETTIG	TRUE
OMIM	218800	CRIGLER-NAJJAR SYNDROME, TYPE I	TRUE
OMIM	218800	HYPERBILIRUBINEMIA, CRIGLER-NAJJAR TYPE I; HBLRCN1	FALSE
OMIM	218800	CRIGLER-NAJJAR SYNDROME	FALSE
OMIM	219000	FRASER SYNDROME	TRUE
OMIM	219000	CRYPTOPHTHALMOS WITH OTHER MALFORMATIONSCRYPTOPHTHALMOS-SYNDACTYLY SYNDROME, INCLUDED	FALSE
OMIM	219080	ACTH-INDEPENDENT MACRONODULAR ADRENAL HYPERPLASIA; AIMAH1	TRUE
OMIM	219090	PITUITARY ADENOMA 4, ACTH-SECRETING; PITA4	TRUE
OMIM	219150	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIIA	TRUE
OMIM	219250	CUTIS MARMORATA TELANGIECTATICA CONGENITA	TRUE
OMIM	219730	VENTRICULOMEGALY WITH CYSTIC KIDNEY DISEASE; VMCKD	TRUE
OMIM	219750	CYSTINOSIS, ADULT NONNEPHROPATHIC	TRUE
OMIM	219750	CYSTINOSIS, OCULAR NONNEPHROPATHIC	FALSE
OMIM	219750	CYSTINOSIS, BENIGN NONNEPHROPATHIC	FALSE
OMIM	219800	CYSTINOSIS, NEPHROPATHIC; CTNS	TRUE
OMIM	219900	CYSTINOSIS, LATE-ONSET JUVENILE OR ADOLESCENT NEPHROPATHIC TYPE	TRUE
OMIM	219900	CYSTINOSIS, INTERMEDIATE	FALSE
OMIM	220150	HYPOURICEMIA, RENAL, 1; RHUC1	TRUE
OMIM	220200	DANDY-WALKER SYNDROME	TRUE
OMIM	220219	DANDY-WALKER MALFORMATION WITH MENTAL RETARDATION, MACROCEPHALY, MYOPIA, AND BRACHYTELEPHALANGY	TRUE
OMIM	220220	DANDY-WALKER MALFORMATION WITH POSTAXIAL POLYDACTYLY	TRUE
OMIM	221750	DEAFNESS, SENSORINEURAL, WITH PITUITARY DWARFISM	TRUE
OMIM	221770	POLYCYSTIC LIPOMEMBRANOUS OSTEODYSPLASIA WITH SCLEROSING LEUKOENCEPHALOPATHY; PLOSL	TRUE
OMIM	221780	DERMATOGLYPHICS--HYPOTHENAR RADIAL ARCH	TRUE
OMIM	221810	DERMATOOSTEOLYSIS, KIRGHIZIAN TYPE	TRUE
OMIM	221810	KIRGHIZIAN DERMATOOSTEOLYSIS	FALSE
OMIM	221820	LEUKOENCEPHALOPATHY, DIFFUSE HEREDITARY, WITH SPHEROIDS; HDLS	TRUE
OMIM	221820	LEUKOENCEPHALOPATHY WITH NEUROAXONAL SPHEROIDS, AUTOSOMAL DOMINANT	FALSE
OMIM	221820	GLIOSIS, FAMILIAL PROGRESSIVE SUBCORTICAL; GPSC	FALSE
OMIM	221820	DEMENTIA, FAMILIAL, NEUMANN TYPE	FALSE
OMIM	221820	SUBCORTICAL GLIOSIS OF NEUMANN	FALSE
OMIM	221900	PERSISTENT HYPERPLASTIC PRIMARY VITREOUS, AUTOSOMAL RECESSIVE; PHPVAR	TRUE
OMIM	221900	RETINAL NONATTACHMENT, NONSYNDROMIC CONGENITAL; RNANC; NCRNA	FALSE
OMIM	221900	RETINAL NONATTACHMENT AND FALCIFORM DETACHMENT	FALSE
OMIM	221900	PERSISTENT FETAL VASCULATURE	FALSE
OMIM	222470	TRICHOHEPATOENTERIC SYNDROME 1	TRUE
OMIM	222600	DIASTROPHIC DYSPLASIA	TRUE
OMIM	222600	DTD	FALSE
OMIM	222600	DDDIASTROPHIC DYSPLASIA, BROAD BONE-PLATYSPONDYLIC VARIANT, INCLUDED	FALSE
OMIM	222700	LYSINURIC PROTEIN INTOLERANCE; LPI	TRUE
OMIM	222800	ERYTHROCYTOSIS, FAMILIAL, 8; ECYT8	TRUE
OMIM	223360	DOPAMINE BETA-HYDROXYLASE DEFICIENCY, CONGENITAL	TRUE
OMIM	223360	NOREPINEPHRINE DEFICIENCY	FALSE
OMIM	223360	NORADRENALINE DEFICIENCY	FALSE
OMIM	223540	DWARFISM, MENTAL RETARDATION, AND EYE ABNORMALITY	TRUE
OMIM	223540	MOLLICA SYNDROME	FALSE
OMIM	223800	DYGGVE-MELCHIOR-CLAUSEN DISEASE	TRUE
OMIM	223900	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE III	TRUE
OMIM	224120	ANEMIA, CONGENITAL DYSERYTHROPOIETIC, TYPE Ia; CDAN1A	TRUE
OMIM	224120	DYSERYTHROPOIETIC ANEMIA, CONGENITAL, TYPE Ia	FALSE
OMIM	224120	CDA Ia	FALSE
OMIM	224120	ANEMIA, CONGENITAL DYSERYTHROPOIETIC, TYPE I	FALSE
OMIM	224230	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 1; DKCB1	TRUE
OMIM	224300	DYSOSTEOSCLEROSIS	TRUE
OMIM	224690	MEIER-GORLIN SYNDROME 1; MGORS1	TRUE
OMIM	224750	SCHOPF-SCHULZ-PASSARGE SYNDROME; SSPS	TRUE
OMIM	224900	ECTODERMAL DYSPLASIA 10B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE; ECTD10B	TRUE
OMIM	225040	ECTODERMAL DYSPLASIA, HYPOHIDROTIC, WITH HYPOTHYROIDISM AND AGENESISOF THE CORPUS CALLOSUM	TRUE
OMIM	225050	ECTODERMAL DYSPLASIA, HYPOHIDROTIC, WITH HYPOTHYROIDISM AND CILIARYDYSKINESIA	TRUE
OMIM	225400	EHLERS-DANLOS SYNDROME, TYPE VI	TRUE
OMIM	225410	EHLERS-DANLOS SYNDROME, TYPE VII, AUTOSOMAL RECESSIVE	TRUE
OMIM	225410	EHLERS-DANLOS SYNDROME, DERMATOSPARAXIS TYPE	FALSE
OMIM	225410	DERMATOSPARAXIS	FALSE
OMIM	225410	EDS VIIC	FALSE
OMIM	225410	EDS7C	FALSE
OMIM	225500	ELLIS-VAN CREVELD SYNDROME	TRUE
OMIM	226730	EPIDERMOLYSIS BULLOSA JUNCTIONALIS WITH PYLORIC ATRESIA	TRUE
OMIM	226730	EPIDERMOLYSIS BULLOSA, JUNCTIONAL, WITH PYLORIC ATRESIA	FALSE
OMIM	226730	JUNCTIONAL EPIDERMOLYSIS BULLOSA WITH PYLORIC ATRESIA	FALSE
OMIM	226730	JEB-PA	FALSE
OMIM	226730	EPIDERMYLOSIS BULLOSA, JUNCTIONAL, WITH PYLORIC ATRESIA AND APLASIACUTIS CONGENITA	FALSE
OMIM	226730	EB-PA-ACC	FALSE
OMIM	226730	CARMI SYNDROME	FALSE
OMIM	226730	APLASIA CUTIS CONGENITA WITH GASTROINTESTINAL ATRESIA	FALSE
OMIM	227210	EYEBROWS, DUPLICATION OF, WITH STRETCHABLE SKIN AND SYNDACTYLY	TRUE
OMIM	227255	FACIAL DYSMORPHISM WITH MULTIPLE MALFORMATIONS	TRUE
OMIM	227320	FACIOTHORACOGENITAL SYNDROME	TRUE
OMIM	227330	FACIODIGITOGENITAL SYNDROME, AUTOSOMAL RECESSIVE	TRUE
OMIM	227645	FANCONI ANEMIA, COMPLEMENTATION GROUP C; FANCC	TRUE
OMIM	227645	FACC; FAC	FALSE
OMIM	227645	FANCONI PANCYTOPENIA, TYPE 3; FA3	FALSE
OMIM	227646	FANCONI ANEMIA, COMPLEMENTATION GROUP D2; FANCD2	TRUE
OMIM	227646	FAD2	FALSE
OMIM	227646	FANCONI ANEMIA, COMPLEMENTATION GROUP D; FANCD; FACD	FALSE
OMIM	227646	FANCONI PANCYTOPENIA, TYPE 4; FA4	FALSE
OMIM	227650	FANCONI ANEMIA	TRUE
OMIM	228100	VISCERAL STEATOSIS, CONGENITAL	TRUE
OMIM	228520	FIBROCHONDROGENESIS 1; FBCG1	TRUE
OMIM	228930	FIBULAR APLASIA OR HYPOPLASIA, FEMORAL BOWING AND POLY-, SYN-, AND OLIGODACTYLY	TRUE
OMIM	229200	BRITTLE CORNEA SYNDROME	TRUE
OMIM	229310	FRIEDREICH ATAXIA AND CONGENITAL GLAUCOMA	TRUE
OMIM	229600	FRUCTOSE INTOLERANCE, HEREDITARY	TRUE
