db	id	label
OMIM	214100	PEROXISOME BIOGENESIS DISORDER 1A (ZELLWEGER)
OMIM	214110	PEROXISOME BIOGENESIS DISORDER 2A (ZELLWEGER); PBD2A
OMIM	214300	KLIPPEL-FEIL SYNDROME, AUTOSOMAL RECESSIVE
OMIM	214400	CHARCOT-MARIE-TOOTH DISEASE, TYPE 4A; CMT4A
OMIM	214450	GRISCELLI SYNDROME, TYPE 1
OMIM	214700	DIARRHEA 1, SECRETORY CHLORIDE, CONGENITAL; DIAR1
OMIM	214800	CHARGE SYNDROME
OMIM	214900	CHOLESTASIS-LYMPHEDEMA SYNDROME
OMIM	215140	GREENBERG DYSPLASIA; GRBGD
OMIM	215400	CHORDOMA, SUSCEPTIBILITY TO; CHDM
OMIM	215470	Boucher-Neuhauser syndrome
OMIM	215700	CITRULLINEMIA, CLASSIC
OMIM	216100	CLEFT LIP/PALATE WITH ABNORMAL THUMBS AND MICROCEPHALY
OMIM	216340	YUNIS-VARON SYNDROME
OMIM	216400	COCKAYNE SYNDROME A; CSA
OMIM	216550	COHEN SYNDROME
OMIM	216800	COLOBOMA OF MACULA AND SKELETAL ANOMALIES
OMIM	217100	CONSTRICTING BANDS, CONGENITAL
OMIM	217150	CONTRACTURES, CONGENITAL, TORTICOLLIS, AND MALIGNANT HYPERTHERMIA
OMIM	217300	CORNEA PLANA 2; CNA2
OMIM	218030	APPARENT MINERALOCORTICOID EXCESS; AME
OMIM	218040	COSTELLO SYNDROME; CSTLO
OMIM	218340	TEMTAMY SYNDROME; TEMTYS
OMIM	218350	CRANIOFACIAL DYSSYNOSTOSIS WITH SHORT STATURE
OMIM	218400	CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL RECESSIVE; CMDR
OMIM	218649	CRANIOSYNOSTOSIS-MENTAL RETARDATION SYNDROME OF LIN AND GETTIG
OMIM	218800	CRIGLER-NAJJAR SYNDROME, TYPE I
OMIM	219000	FRASER SYNDROME
OMIM	219080	ACTH-INDEPENDENT MACRONODULAR ADRENAL HYPERPLASIA; AIMAH1
OMIM	219090	PITUITARY ADENOMA 4, ACTH-SECRETING; PITA4
OMIM	219150	CUTIS LAXA, AUTOSOMAL RECESSIVE, TYPE IIIA
OMIM	219250	CUTIS MARMORATA TELANGIECTATICA CONGENITA
OMIM	219730	VENTRICULOMEGALY WITH CYSTIC KIDNEY DISEASE; VMCKD
OMIM	219750	CYSTINOSIS, ADULT NONNEPHROPATHIC
OMIM	219800	CYSTINOSIS, NEPHROPATHIC; CTNS
OMIM	219900	CYSTINOSIS, LATE-ONSET JUVENILE OR ADOLESCENT NEPHROPATHIC TYPE
OMIM	220150	HYPOURICEMIA, RENAL, 1; RHUC1
OMIM	220200	DANDY-WALKER SYNDROME
OMIM	220219	DANDY-WALKER MALFORMATION WITH MENTAL RETARDATION, MACROCEPHALY, MYOPIA, AND BRACHYTELEPHALANGY
OMIM	220220	DANDY-WALKER MALFORMATION WITH POSTAXIAL POLYDACTYLY
OMIM	221750	DEAFNESS, SENSORINEURAL, WITH PITUITARY DWARFISM
OMIM	221770	POLYCYSTIC LIPOMEMBRANOUS OSTEODYSPLASIA WITH SCLEROSING LEUKOENCEPHALOPATHY; PLOSL
OMIM	221780	DERMATOGLYPHICS--HYPOTHENAR RADIAL ARCH
OMIM	221810	DERMATOOSTEOLYSIS, KIRGHIZIAN TYPE
OMIM	221820	LEUKOENCEPHALOPATHY, DIFFUSE HEREDITARY, WITH SPHEROIDS; HDLS
OMIM	221900	PERSISTENT HYPERPLASTIC PRIMARY VITREOUS, AUTOSOMAL RECESSIVE; PHPVAR
OMIM	222470	TRICHOHEPATOENTERIC SYNDROME 1
OMIM	222600	DIASTROPHIC DYSPLASIA
OMIM	222700	LYSINURIC PROTEIN INTOLERANCE; LPI
OMIM	222800	ERYTHROCYTOSIS, FAMILIAL, 8; ECYT8
OMIM	223360	DOPAMINE BETA-HYDROXYLASE DEFICIENCY, CONGENITAL
OMIM	223540	DWARFISM, MENTAL RETARDATION, AND EYE ABNORMALITY
OMIM	223800	DYGGVE-MELCHIOR-CLAUSEN DISEASE
OMIM	223900	NEUROPATHY, HEREDITARY SENSORY AND AUTONOMIC, TYPE III
OMIM	224120	ANEMIA, CONGENITAL DYSERYTHROPOIETIC, TYPE Ia; CDAN1A
OMIM	224230	DYSKERATOSIS CONGENITA, AUTOSOMAL RECESSIVE 1; DKCB1
OMIM	224300	DYSOSTEOSCLEROSIS
OMIM	224690	MEIER-GORLIN SYNDROME 1; MGORS1
OMIM	224750	SCHOPF-SCHULZ-PASSARGE SYNDROME; SSPS
OMIM	224900	ECTODERMAL DYSPLASIA 10B, HYPOHIDROTIC/HAIR/TOOTH TYPE, AUTOSOMAL RECESSIVE; ECTD10B
OMIM	225040	ECTODERMAL DYSPLASIA, HYPOHIDROTIC, WITH HYPOTHYROIDISM AND AGENESISOF THE CORPUS CALLOSUM
OMIM	225050	ECTODERMAL DYSPLASIA, HYPOHIDROTIC, WITH HYPOTHYROIDISM AND CILIARYDYSKINESIA
OMIM	225400	EHLERS-DANLOS SYNDROME, TYPE VI
OMIM	225410	EHLERS-DANLOS SYNDROME, TYPE VII, AUTOSOMAL RECESSIVE
OMIM	225500	ELLIS-VAN CREVELD SYNDROME
OMIM	226730	EPIDERMOLYSIS BULLOSA JUNCTIONALIS WITH PYLORIC ATRESIA
OMIM	227210	EYEBROWS, DUPLICATION OF, WITH STRETCHABLE SKIN AND SYNDACTYLY
OMIM	227255	FACIAL DYSMORPHISM WITH MULTIPLE MALFORMATIONS
OMIM	227320	FACIOTHORACOGENITAL SYNDROME
OMIM	227330	FACIODIGITOGENITAL SYNDROME, AUTOSOMAL RECESSIVE
OMIM	227645	FANCONI ANEMIA, COMPLEMENTATION GROUP C; FANCC
OMIM	227646	FANCONI ANEMIA, COMPLEMENTATION GROUP D2; FANCD2
OMIM	227650	FANCONI ANEMIA
OMIM	228100	VISCERAL STEATOSIS, CONGENITAL
OMIM	228520	FIBROCHONDROGENESIS 1; FBCG1
OMIM	228930	FIBULAR APLASIA OR HYPOPLASIA, FEMORAL BOWING AND POLY-, SYN-, AND OLIGODACTYLY
OMIM	229200	BRITTLE CORNEA SYNDROME
OMIM	229310	FRIEDREICH ATAXIA AND CONGENITAL GLAUCOMA
OMIM	229600	FRUCTOSE INTOLERANCE, HEREDITARY
OMIM	230000	FUCOSIDOSIS
OMIM	230500	GM1-GANGLIOSIDOSIS, TYPE I
OMIM	230600	GM1-GANGLIOSIDOSIS, TYPE II
OMIM	230740	GAPO SYNDROME; GAPOS
OMIM	231005	GAUCHER DISEASE, TYPE IIIC
OMIM	231100	HEMOCHROMATOSIS, NEONATAL
OMIM	231680	MULTIPLE ACYL-CoA DEHYDROGENASE DEFICIENCY; MADD
OMIM	232200	GLYCOGEN STORAGE DISEASE IA
OMIM	232220	GLYCOGEN STORAGE DISEASE IB
OMIM	233600	IMMUNODEFICIENCY 59 AND HYPOGLYCEMIA; IMD59
OMIM	234100	HALLERMANN-STREIFF SYNDROME; HSS
OMIM	234200	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 1; NBIA1
OMIM	234700	HEART BLOCK, CONGENITAL
OMIM	234800	HEMANGIOMATOSIS, CUTANEOUS, WITH ASSOCIATED FEATURES
OMIM	235400	HEMOLYTIC UREMIC SYNDROME, ATYPICAL, SUSCEPTIBILITY TO, 1; AHUS1
OMIM	235510	HENNEKAM LYMPHANGIECTASIA-LYMPHEDEMA SYNDROME
OMIM	235700	HEMOLYTIC ANEMIA, NONSPHEROCYTIC, DUE TO HEXOKINASE DEFICIENCY
OMIM	236100	HOLOPROSENCEPHALY 1; HPE1
OMIM	236200	HOMOCYSTINURIA DUE TO CYSTATHIONINE BETA-SYNTHASE DEFICIENCY
OMIM	236250	HOMOCYSTINURIA DUE TO DEFICIENCY OF N(5,10)-METHYLENETETRAHYDROFOLATEREDUCTASE ACTIVITY
OMIM	236270	HOMOCYSTINURIA-MEGALOBLASTIC ANEMIA, CBLE COMPLEMENTATION TYPE
OMIM	236500	MULTINUCLEATED NEURONS, ANHYDRAMNIOS, RENAL DYSPLASIA, CEREBELLAR HYPOPLASIA, AND HYDRANENCEPHALY; MARCH
OMIM	236670	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE
OMIM	236680	HYDROLETHALUS SYNDROME 1
OMIM	236700	MCKUSICK-KAUFMAN SYNDROME; MKKS
OMIM	237300	CARBAMOYL PHOSPHATE SYNTHETASE I DEFICIENCY, HYPERAMMONEMIA DUE TO
OMIM	237900	HYPERBILIRUBINEMIA, TRANSIENT FAMILIAL NEONATALBREASTFEEDING JAUNDICE, INCLUDED
OMIM	238600	HYPERLIPOPROTEINEMIA, TYPE I
OMIM	238700	HYPERLYSINEMIA, TYPE I
OMIM	238710	HYPERLYSINEMIA DUE TO DEFECT IN LYSINE TRANSPORT INTO MITOCHONDRIA
OMIM	238750	HYPERLYSINURIA WITH HYPERAMMONEMIA
OMIM	238970	HYPERORNITHINEMIA-HYPERAMMONEMIA-HOMOCITRULLINURIA SYNDROME
OMIM	239100	HYPEROSTOSIS CORTICALIS GENERALISATA
OMIM	239300	HYPERPHOSPHATASIA WITH MENTAL RETARDATION
OMIM	240300	AUTOIMMUNE POLYENDOCRINE SYNDROME, TYPE I
OMIM	241150	HYPOKALEMIC ALKALOSIS, FAMILIAL, WITH SPECIFIC RENAL TUBULOPATHY
OMIM	241200	BARTTER SYNDROME, ANTENATAL, TYPE 2
OMIM	241310	HYPOMANDIBULAR FACIOCRANIAL DYSOSTOSIS
OMIM	241500	HYPOPHOSPHATASIA, INFANTILE
OMIM	241510	HYPOPHOSPHATASIA, CHILDHOOD
OMIM	241530	HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY
OMIM	242150	ICHTHYOSIFORM ERYTHRODERMA, CORNEAL INVOLVEMENT, AND DEAFNESS
OMIM	242700	IMMUNE DEFECT DUE TO ABSENCE OF THYMUS
OMIM	242840	VICI SYNDROME; VICIS
OMIM	243060	MALE INFERTILITY WITH LARGE-HEADED, MULTIFLAGELLAR, POLYPLOID SPERMATOZOA
OMIM	243440	ISOTRETINOIN EMBRYOPATHY-LIKE SYNDROME
OMIM	243605	STROMME SYNDROME; STROMS
OMIM	243800	JOHANSON-BLIZZARD SYNDROME; JBS
OMIM	243910	ARIMA SYNDROME
OMIM	244400	CILIARY DYSKINESIA, PRIMARY, 1; CILD1
OMIM	245000	PAPILLON-LEFEVRE SYNDROME
OMIM	245010	HAIM-MUNK SYNDROME
OMIM	245160	KNIEST-LIKE DYSPLASIA WITH PURSED LIPS AND ECTOPIA LENTIS
OMIM	245190	KNIEST-LIKE DYSPLASIA, LETHAL
OMIM	245600	MULTIPLE JOINT DISLOCATIONS, SHORT STATURE, AND CRANIOFACIAL DYSMORPHISM WITH OR WITHOUT CONGENITAL HEART DEFECTS
OMIM	246000	LEG, ABSENCE DEFORMITY OF, WITH CONGENITAL CATARACT
OMIM	247100	LIPOID PROTEINOSIS OF URBACH AND WIETHE
OMIM	247150	LIP PRINTS
OMIM	247990	MACDERMOT-WINTER SYNDROME
OMIM	248190	HYPOMAGNESEMIA 5, RENAL, WITH OR WITHOUT OCULAR INVOLVEMENT; HOMG5
OMIM	248340	3MC SYNDROME 3
OMIM	248370	MANDIBULOACRAL DYSPLASIA WITH TYPE A LIPODYSTROPHY; MADA
OMIM	248390	TREACHER COLLINS SYNDROME 3; TCS3
OMIM	248400	MANDIBULOFACIAL DYSOSTOSIS WITH MENTAL RETARDATION
OMIM	248510	MANNOSIDOSIS, BETA A, LYSOSOMAL
OMIM	249000	MECKEL SYNDROME, TYPE 1; MKS1
OMIM	249100	FAMILIAL MEDITERRANEAN FEVER; FMF
OMIM	249310	MEGALOCORNEA-MENTAL RETARDATION SYNDROME
OMIM	249420	FRANK-TER HAAR SYNDROME; FTHS
OMIM	250220	SPONDYLOMETAPHYSEAL DYSPLASIA, SEDAGHATIAN TYPE; SMDS
OMIM	250230	METAPHYSEAL CHONDRODYSPLASIA, KAITILA TYPE
OMIM	250400	METAPHYSEAL CHONDRODYSPLASIA, SPAHR TYPE
OMIM	250420	METAPHYSEAL DYSOSTOSIS, MENTAL RETARDATION, AND CONDUCTIVE DEAFNESS
OMIM	250450	METAPHYSEAL DYSPLASIA, ANETODERMA, AND OPTIC ATROPHY
OMIM	250700	METHEMOGLOBIN REDUCTASE DEFICIENCY
OMIM	250940	HOMOCYSTINURIA-MEGALOBLASTIC ANEMIA, CBLG COMPLEMENTATION TYPE
OMIM	251000	METHYLMALONIC ACIDURIA DUE TO METHYLMALONYL-COA MUTASE DEFICIENCY
OMIM	251100	METHYLMALONIC ACIDURIA, CBLA TYPE
OMIM	251110	METHYLMALONIC ACIDURIA, CBLB TYPE
OMIM	251260	NIJMEGEN BREAKAGE SYNDROME
OMIM	251505	MICROPHTHALMIA, ISOLATED, WITH COLOBOMA 4
OMIM	251880	MITOCHONDRIAL DNA DEPLETION SYNDROME 3 (HEPATOCEREBRAL TYPE)
OMIM	252150	MOLYBDENUM COFACTOR DEFICIENCY, COMPLEMENTATION GROUP A; MOCODA
OMIM	252160	MOLYBDENUM COFACTOR DEFICIENCY, COMPLEMENTATION GROUP B; MOCODB
OMIM	252500	MUCOLIPIDOSIS II ALPHA/BETA
OMIM	252600	MUCOLIPIDOSIS III ALPHA/BETA
OMIM	252900	MUCOPOLYSACCHARIDOSIS TYPE IIIA
OMIM	252920	MUCOPOLYSACCHARIDOSIS TYPE IIIB
OMIM	252930	MUCOPOLYSACCHARIDOSIS TYPE IIIC
OMIM	252940	MUCOPOLYSACCHARIDOSIS, TYPE IIID; MPS3D
OMIM	253000	MORQUIO SYNDROME A
OMIM	253010	MUCOPOLYSACCHARIDOSIS TYPE IVB
OMIM	253220	MUCOPOLYSACCHARIDOSIS, TYPE VII; MPS7
OMIM	253250	MULIBREY NANISM
OMIM	253290	MULTIPLE PTERYGIUM SYNDROME, LETHAL TYPE; LMPS
OMIM	253310	LETHAL CONGENITAL CONTRACTURE SYNDROME 1; LCCS1
OMIM	253800	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (CONGENITAL WITH BRAIN AND EYE ANOMALIES), TYPE A, 4; MDDGA4
OMIM	255800	SCHWARTZ-JAMPEL SYNDROME, TYPE 1; SJS1
OMIM	256000	LEIGH SYNDROME; LS
OMIM	256100	NEPHRONOPHTHISIS 1
OMIM	256520	NEU-LAXOVA SYNDROME; NLS
OMIM	256710	ELEJALDE DISEASE
OMIM	256730	CEROID LIPOFUSCINOSIS, NEURONAL, 1
OMIM	256731	CEROID LIPOFUSCINOSIS, NEURONAL, 5; CLN5
OMIM	256810	NAVAJO NEUROHEPATOPATHY
OMIM	257200	NIEMANN-PICK DISEASE, TYPE A
OMIM	257220	NIEMANN-PICK DISEASE, TYPE C1; NPC1
OMIM	257800	OCULOCEREBRAL SYNDROME WITH HYPOPIGMENTATION
OMIM	257850	OCULODENTODIGITAL DYSPLASIA, AUTOSOMAL RECESSIVE
OMIM	257910	OCULOPALATOCEREBRAL SYNDROME
OMIM	258040	OEIS COMPLEX
OMIM	258315	OMODYSPLASIA 1; OMOD1
OMIM	258480	OPSISMODYSPLASIA; OPSMD
OMIM	258500	OPTIC ATROPHY 6; OPA6
OMIM	258840	ORAL AND DIGITAL ANOMALIES WITH ICHTHYOSIS
OMIM	259050	PRIMROSE SYNDROME; PRIMS
OMIM	259440	Osteogenesis imperfecta, type IX
OMIM	259600	MULTICENTRIC OSTEOLYSIS, NODULOSIS, AND ARTHROPATHY; MONA
OMIM	259610	OSTEOLYSIS SYNDROME, RECESSIVE
OMIM	259710	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 2; OPTB2
OMIM	259720	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 5; OPTB5
OMIM	259730	OSTEOPETROSIS, AUTOSOMAL RECESSIVE 3; OPTB3
OMIM	259770	OSTEOPOROSIS-PSEUDOGLIOMA SYNDROME
OMIM	260370	PANCREATIC AGENESIS, CONGENITAL; PAGEN
OMIM	260400	SHWACHMAN-DIAMOND SYNDROME 1; SDS1
OMIM	260900	PERICARDIAL EFFUSION, CHRONIC
OMIM	261500	EOSINOPHIL PEROXIDASE DEFICIENCY; EPXD
OMIM	261515	D-BIFUNCTIONAL PROTEIN DEFICIENCY
OMIM	261540	PETERS-PLUS SYNDROME; PTRPLS
OMIM	261550	PERSISTENT MULLERIAN DUCT SYNDROME, TYPES I AND II
OMIM	261650	PHOSPHOENOLPYRUVATE CARBOXYKINASE 2, MITOCHONDRIAL
OMIM	261680	PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, CYTOSOLIC; PCKDC
OMIM	262190	PINEAL HYPERPLASIA, INSULIN-RESISTANT DIABETES MELLITUS, AND SOMATIC ABNORMALITIES
OMIM	262400	Growth hormone deficiency, isolated, type IA
OMIM	262650	PITUITARY DWARFISM IV
OMIM	262700	PITUITARY DWARFISM WITH SMALL SELLA TURCICA
OMIM	262710	PITUITARY DWARFISM WITH LARGE SELLA TURCICA
OMIM	263200	POLYCYSTIC KIDNEY DISEASE 4 WITH OR WITHOUT POLYCYSTIC LIVER DISEASE; PKD4
OMIM	263210	POLYCYSTIC KIDNEY DISEASE, POTTER TYPE I, WITH MICROBRACHYCEPHALY,HYPERTELORISM, AND BRACHYMELIA
OMIM	263300	POLYCYTHEMIA VERA
OMIM	263400	ERYTHROCYTOSIS, FAMILIAL, 2; ECYT2
OMIM	263650	BARTSOCAS-PAPAS SYNDROME; BPS
OMIM	263800	GITELMAN SYNDROME
OMIM	264090	WIEDEMANN-RAUTENSTRAUCH SYNDROME; WDRTS
OMIM	264350	PSEUDOHYPOALDOSTERONISM, TYPE I, AUTOSOMAL RECESSIVE; PHA1B
OMIM	264475	PSEUDOPAPILLEDEMA, OCULAR HYPOTELORISM, BLEPHAROPHIMOSIS, AND HANDANOMALIES
OMIM	264700	VITAMIN D HYDROXYLATION-DEFICIENT RICKETS, TYPE 1A
OMIM	265000	MULTIPLE PTERYGIUM SYNDROME, ESCOBAR VARIANT; EVMPS
OMIM	265300	LYMPHANGIECTASIA, PULMONARY, CONGENITAL; CPL
OMIM	265380	ALVEOLAR CAPILLARY DYSPLASIA WITH MISALIGNMENT OF PULMONARY VEINS; ACDMPV
OMIM	266100	EPILEPSY, PYRIDOXINE-DEPENDENT
OMIM	266130	GLUTATHIONE SYNTHETASE DEFICIENCY
OMIM	266150	PYRUVATE CARBOXYLASE DEFICIENCY
OMIM	266200	PYRUVATE KINASE DEFICIENCY OF RED CELLS
OMIM	266265	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIc; CDG2C
OMIM	266270	RAMON SYNDROME
OMIM	266280	RAPADILINO SYNDROME
OMIM	267010	MECKEL SYNDROME, TYPE 7; MKS7
OMIM	267430	RENAL TUBULAR DYSGENESIS; RTD
OMIM	267750	KNOBLOCH SYNDROME 1; KNO1
OMIM	267760	RETINAL DEGENERATION WITH NANOPHTHALMOS, CYSTIC MACULAR DEGENERATION,AND ANGLE CLOSURE GLAUCOMA
OMIM	268130	REVESZ SYNDROME
OMIM	268300	ROBERTS SYNDROME; RBS
OMIM	268310	ROBINOW SYNDROME, AUTOSOMAL RECESSIVE; RRS
OMIM	268650	RUDIGER SYNDROME
OMIM	269150	SCHINZEL-GIEDION MIDFACE-RETRACTION SYNDROME
OMIM	269200	AUTOIMMUNE POLYENDOCRINE SYNDROME, TYPE II
OMIM	269250	SCHNECKENBECKEN DYSPLASIA
OMIM	269500	SCLEROSTEOSIS 1; SOST1
OMIM	269600	SEA-BLUE HISTIOCYTE DISEASE
OMIM	269700	Lipodystrophy, congenital generalized, type 2
OMIM	269860	SHORT-RIB THORACIC DYSPLASIA 12; SRTD12
OMIM	269880	SHORT SYNDROME
OMIM	270400	SMITH-LEMLI-OPITZ SYNDROME; SLOS
OMIM	270450	INSULIN-LIKE GROWTH FACTOR I, RESISTANCE TO; IGF1RES
OMIM	270460	SONODA SYNDROME
OMIM	270700	SPASTIC PARAPLEGIA 15, AUTOSOMAL RECESSIVE; SPG15
OMIM	271520	SPONDYLOCOSTAL DYSOSTOSIS WITH ANAL ATRESIA AND UROGENITAL ANOMALIES
OMIM	271640	SPONDYLOEPIMETAPHYSEAL DYSPLASIA WITH JOINT LAXITY, TYPE 1, WITH OR WITHOUT FRACTURES; SEMDJL1
OMIM	271650	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, IRAPA TYPE
OMIM	271665	SPONDYLOMETAEPIPHYSEAL DYSPLASIA, SHORT LIMB-HAND TYPE
OMIM	271700	SPONDYLOPERIPHERAL DYSPLASIA
OMIM	271960	SUBAORTIC STENOSIS--SHORT STATURE SYNDROME
OMIM	272460	SPONDYLOCARPOTARSAL SYNOSTOSIS SYNDROME; SCT
OMIM	273050	TEETH, NONERUPTION OF, WITH MAXILLARY HYPOPLASIA AND GENU VALGUM
OMIM	273250	TESTICULAR REGRESSION SYNDROME
OMIM	273390	TETRA-AMELIA WITH ECTODERMAL DYSPLASIA AND LACRIMAL DUCT ABNORMALITIES
OMIM	273395	TETRAAMELIA, AUTOSOMAL RECESSIVE
OMIM	273800	Glanzmann thrombasthenia
OMIM	274150	THROMBOTIC THROMBOCYTOPENIC PURPURA, CONGENITAL; TTP
OMIM	274190	THUMB AGENESIS, SHORT STATURE, AND IMMUNODEFICIENCY
OMIM	275210	RESTRICTIVE DERMOPATHY, LETHAL
OMIM	275350	TRANSCOBALAMIN II DEFICIENCY
OMIM	275595	TRIGONOBRACHYCEPHALY, BULBOUS BIFID NOSE, MICROGNATHIA, AND ABNORMALITIESOF THE HANDS AND FEET
OMIM	276300	MISMATCH REPAIR CANCER SYNDROME; MMRCS
OMIM	276820	ULNA AND FIBULA, ABSENCE OF, WITH SEVERE LIMB DEFICIENCY
OMIM	276904	USHER SYNDROME, TYPE IC
OMIM	277380	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, CBLF TYPE
OMIM	277400	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblC TYPE; MAHCC
OMIM	277410	METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, CBLD TYPE
OMIM	277440	VITAMIN D-DEPENDENT RICKETS, TYPE 2A
OMIM	277590	WEAVER SYNDROME
OMIM	277600	WEILL-MARCHESANI SYNDROME 1; WMS1
OMIM	277720	WHISTLING FACE SYNDROME, RECESSIVE FORM
OMIM	278250	WRINKLY SKIN SYNDROME; WSS
OMIM	278300	XANTHINURIA, TYPE I
OMIM	278760	XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP F; XPF
OMIM	300076	IMMUNONEUROLOGIC DISORDER, X-LINKED
OMIM	300106	SPONDYLOEPIMETAPHYSEAL DYSPLASIA, X-LINKED
OMIM	300125	MIGRAINE, FAMILIAL TYPICAL, SUSCEPTIBILITY TO, 2
OMIM	300166	MICROPHTHALMIA, SYNDROMIC 2; MCOPS2
OMIM	300209	SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 2; SGBS2
OMIM	300216	Coats disease
OMIM	300245	PTOSIS, HEREDITARY CONGENITAL 2
OMIM	300257	DANON DISEASE
OMIM	300266	SPASTIC PARAPLEGIA 16, X-LINKED
OMIM	300273	GOITER, MULTINODULAR 2
OMIM	300280	URUGUAY FACIOCARDIOMUSCULOSKELETAL SYNDROME; FCMSU
OMIM	300322	LESCH-NYHAN SYNDROME; LNS
OMIM	300323	GOUT, HPRT-RELATED
OMIM	300337	HYPOMELANOSIS OF ITO; HMI
OMIM	300354	MENTAL RETARDATION, X-LINKED, SYNDROMIC, CABEZAS TYPE; MRXSC
OMIM	300367	THROMBOCYTOPENIA, X-LINKED, WITH OR WITHOUT DYSERYTHROPOIETIC ANEMIA;XLTDA
OMIM	300428	MENTAL RETARDATION, X-LINKED 2
OMIM	300431	ATKIN-FLAITZ SYNDROME
OMIM	300489	SPINAL MUSCULAR ATROPHY, DISTAL, X-LINKED 3
OMIM	300494	ASPERGER SYNDROME, X-LINKED, SUSCEPTIBILITY TO, 1; ASPGX1
OMIM	300497	ASPERGER SYNDROME, X-LINKED, SUSCEPTIBILITY TO, 2; ASPGX2
OMIM	300500	ALBINISM, OCULAR, TYPE I
OMIM	300523	ALLAN-HERNDON-DUDLEY SYNDROME
OMIM	300534	MENTAL RETARDATION, X-LINKED, SYNDROMIC, CLAES-JENSEN TYPE; MRXSCJ
OMIM	300589	NYSTAGMUS 5, CONGENITAL, X-LINKED; NYS5
OMIM	300602	CLARK-BARAITSER SYNDROME
OMIM	300614	DEAFNESS, X-LINKED 5; DFNX5
OMIM	300622	TN POLYAGGLUTINATION SYNDROME; TNPS
OMIM	300624	FRAGILE X MENTAL RETARDATION SYNDROME
OMIM	300650	ALBINISM, OCULAR, WITH LATE-ONSET SENSORINEURAL DEAFNESS
OMIM	300661	PHOSPHORIBOSYLPYROPHOSPHATE SYNTHETASE SUPERACTIVITY
OMIM	300755	AGAMMAGLOBULINEMIA, X-LINKED; XLA
OMIM	300758	HYPOSPADIAS 2, X-LINKED; HYSP2
OMIM	300814	NYSTAGMUS 6, CONGENITAL, X-LINKED; NYS6
OMIM	300835	ANEMIA, X-LINKED, WITH OR WITHOUT NEUTROPENIA AND/OR PLATELET ABNORMALITIES;XLANP
OMIM	300845	MOYAMOYA DISEASE 4 WITH SHORT STATURE, HYPERGONADOTROPIC HYPOGONADISM,AND FACIAL DYSMORPHISM; MYMY4
OMIM	300864	CEREBRAL-CEREBELLAR-COLOBOMA SYNDROME, X-LINKED
OMIM	300867	KABUKI SYNDROME 2; KABUK2
OMIM	300868	MULTIPLE CONGENITAL ANOMALIES-HYPOTONIA-SEIZURES SYNDROME 2; MCAHS2
OMIM	300894	NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 5; NBIA5
OMIM	300896	CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIm; CDG2M
OMIM	300952	LINEAR SKIN DEFECTS WITH MULTIPLE CONGENITAL ANOMALIES 3; LSDMCA3
OMIM	300971	BARTTER SYNDROME, TYPE 5, ANTENATAL, TRANSIENT
OMIM	301000	WISKOTT-ALDRICH SYNDROME; WAS
OMIM	301050	ALPORT SYNDROME, X-LINKED; ATS
OMIM	301500	Fabry disease
OMIM	302060	BARTH SYNDROME; BTHS
OMIM	302350	NANCE-HORAN SYNDROME
OMIM	302800	CHARCOT-MARIE-TOOTH DISEASE, X-LINKED DOMINANT, 1; CMTX1
OMIM	302900	CHARCOT-MARIE-TOOTH PERONEAL MUSCULAR ATROPHY AND FRIEDREICH ATAXIA,COMBINED
OMIM	302950	CHONDRODYSPLASIA PUNCTATA 1, X-LINKED RECESSIVE
OMIM	303600	COFFIN-LOWRY SYNDROME; CLS
OMIM	304050	AICARDI SYNDROME; AIC
OMIM	304110	CRANIOFRONTONASAL SYNDROME; CFNS
OMIM	304120	OTOPALATODIGITAL SYNDROME, TYPE II; OPD2
OMIM	304150	OCCIPITAL HORN SYNDROME; OHS
OMIM	304400	DEAFNESS, X-LINKED 2
OMIM	304800	DIABETES INSIPIDUS, NEPHROGENIC, X-LINKED
OMIM	304900	DIABETES INSIPIDUS, NEUROHYPOPHYSEAL TYPE
OMIM	305000	DYSKERATOSIS CONGENITA, X-LINKED; DKCX
OMIM	305100	ECTODERMAL DYSPLASIA 1, HYPOHIDROTIC, X-LINKED; XHED
OMIM	305390	EXUDATIVE VITREORETINOPATHY 2, X-LINKED; EVR2
OMIM	305400	Aarskog-Scott syndrome
OMIM	305600	FOCAL DERMAL HYPOPLASIA; FDH
OMIM	305700	SERTOLI CELL-ONLY SYNDROME
